name,position,value,teamName,teamId
Mathieu Deplagne,Right-Back,€800Th.  ,Troyes,3795
Jérémy Cordoval,Right-Back,€600Th.  ,Troyes,3795
Khamis Digol,Right-Back,€150Th.  ,Troyes,3795
Benrandy Abdallah,Right-Back,- ,Troyes,3795
Christopher Martins Pereira,Defensive Midfield,€2.00m  ,Troyes,3795
Rayan Raveloson,Defensive Midfield,€1.25m  ,Troyes,3795
Ahmed Kashi,Defensive Midfield,€700Th.  ,Troyes,3795
Aloïs Confais,Defensive Midfield,€600Th.  ,Troyes,3795
Claude Gonçalves,Defensive Midfield,€400Th.  ,Troyes,3795
Randi Goteni,Defensive Midfield,€250Th.  ,Troyes,3795
Warren Tchimbembé,,€300Th.  ,Troyes,3795
Bryan Pelé,,€1.50m  ,Troyes,3795
Stéphane Darbion,,€300Th.  ,Troyes,3795
Jason Berthomier,Attacking Midfield,€800Th.  ,Troyes,3795
Chaouki Ben Saada,Attacking Midfield,€300Th.  ,Troyes,3795
Benjamin Nivet,Attacking Midfield,€250Th.  ,Troyes,3795
Vincent Marcel,Left Winger,€400Th.  ,Troyes,3795
Bryan Mbeumo,Right Winger,€3.50m  ,Troyes,3795
Hyun-jun Suk,Centre-Forward,€3.50m  ,Troyes,3795
Adama Niane,Centre-Forward,€2.00m  ,Troyes,3795
Kévin Fortuné,Centre-Forward,€1.50m  ,Troyes,3795
Yoann Touzghar,Centre-Forward,€900Th.  ,Troyes,3795
Demba Camara,Centre-Forward,€500Th.  ,Troyes,3795
Jonathan Tinhan,Centre-Forward,€500Th.  ,Troyes,3795
Mamadou Sissako,Centre-Forward,€150Th.  ,Troyes,3795
Anthony Lopes,Goalkeeper,€25.00m  ,Olympique Lyonnais,3766
Mathieu Gorgelin,Goalkeeper,€1.00m  ,Olympique Lyonnais,3766
Anthony Racioppi,Goalkeeper,€500Th.  ,Olympique Lyonnais,3766
Jason Denayer,Centre-Back,€12.50m  ,Olympique Lyonnais,3766
Marcelo,Centre-Back,€7.00m  ,Olympique Lyonnais,3766
Mapou Yanga-Mbiwa,Centre-Back,€2.00m  ,Olympique Lyonnais,3766
Oumar Solet,Centre-Back,€1.00m  ,Olympique Lyonnais,3766
Jérémy Morel,Centre-Back,€250Th.  ,Olympique Lyonnais,3766
Ferland Mendy,Left-Back,€30.00m  ,Olympique Lyonnais,3766
Marçal,Left-Back,€5.00m  ,Olympique Lyonnais,3766
Léo Dubois,Right-Back,€13.50m  ,Olympique Lyonnais,3766
Rafael,Right-Back,€9.00m  ,Olympique Lyonnais,3766
Kenny Tete,Right-Back,€8.00m  ,Olympique Lyonnais,3766
Lucas Tousart,Defensive Midfield,€20.00m  ,Olympique Lyonnais,3766
Christopher Martins Pereira,Defensive Midfield,€2.00m  ,Olympique Lyonnais,3766
Elisha Owusu,Defensive Midfield,€1.25m  ,Olympique Lyonnais,3766
Tanguy Ndombélé,Central Midfield,€65.00m  ,Olympique Lyonnais,3766
Houssem Aouar,Central Midfield,€45.00m  ,Olympique Lyonnais,3766
Pape Cheikh,Central Midfield,€7.00m  ,Olympique Lyonnais,3766
Jordan Ferri,Central Midfield,€4.00m  ,Olympique Lyonnais,3766
Olivier Kemen,Central Midfield,€1.50m  ,Olympique Lyonnais,3766
Maxence Caqueret,Central Midfield,€500Th.  ,Olympique Lyonnais,3766
Timothé Cognat,Central Midfield,€450Th.  ,Olympique Lyonnais,3766
Maxwel Cornet,,€15.00m  ,Olympique Lyonnais,3766
Nabil Fekir,Attacking Midfield,€60.00m  ,Olympique Lyonnais,3766
Ousseynou Ndiaye,Attacking Midfield, ,Olympique Lyonnais,3766
Memphis Depay,Left Winger,€45.00m  ,Olympique Lyonnais,3766
Martin Terrier,Left Winger,€15.00m  ,Olympique Lyonnais,3766
Yassin Fekir,Left Winger, ,Olympique Lyonnais,3766
Bertrand Traoré,Right Winger,€15.00m  ,Olympique Lyonnais,3766
Moussa Dembélé,Centre-Forward,€27.00m  ,Olympique Lyonnais,3766
Mariano Díaz,Centre-Forward,€20.00m  ,Olympique Lyonnais,3766
Lenny Pintor,Centre-Forward,€5.00m  ,Olympique Lyonnais,3766
Amine Gouiri,Centre-Forward,€4.50m  ,Olympique Lyonnais,3766
Alphonse Areola,Goalkeeper,€17.50m  ,PSG,3767
Kevin Trapp,Goalkeeper,€10.00m  ,PSG,3767
Rémy Descamps,Goalkeeper,€1.20m  ,PSG,3767
Gianluigi Buffon,Goalkeeper,€1.00m  ,PSG,3767
Sébastien Cibois,Goalkeeper,€250Th.  ,PSG,3767
Marquinhos,Centre-Back,€65.00m  ,PSG,3767
Presnel Kimpembe,Centre-Back,€30.00m  ,PSG,3767
Thiago Silva,Centre-Back,€10.00m  ,PSG,3767
Loïc Mbe Soh,Centre-Back,€3.00m  ,PSG,3767
Kévin Rimane,Centre-Back,€250Th.  ,PSG,3767
Layvin Kurzawa,Left-Back,€17.50m  ,PSG,3767
Juan Bernat,Left-Back,€15.00m  ,PSG,3767
Stanley Nsoki,Left-Back,€8.50m  ,PSG,3767
Isaac Hemans,Left-Back, ,PSG,3767
Arthur Zagre,Left-Back, ,PSG,3767
Thilo Kehrer,Right-Back,€35.00m  ,PSG,3767
Thomas Meunier,Right-Back,€30.00m  ,PSG,3767
Colin Dagba,Right-Back,€12.00m  ,PSG,3767
Dani Alves,Right-Back,€2.50m  ,PSG,3767
Leandro Paredes,Defensive Midfield,€35.00m  ,PSG,3767
Grzegorz Krychowiak,Defensive Midfield,€18.00m  ,PSG,3767
Lassana Diarra,Defensive Midfield,- ,PSG,3767
Marco Verratti,Central Midfield,€75.00m  ,PSG,3767
Giovani Lo Celso,Central Midfield,€50.00m  ,PSG,3767
Adrien Rabiot,Central Midfield,€35.00m  ,PSG,3767
Antoine Bernede,Central Midfield,€3.00m  ,PSG,3767
Azzeddine Toufiqui,Central Midfield,€250Th.  ,PSG,3767
Éric Ebimbe,, ,PSG,3767
Julian Draxler,Attacking Midfield,€35.00m  ,PSG,3767
Christopher Nkunku,Attacking Midfield,€12.00m  ,PSG,3767
Neymar,Left Winger,€180.00m  ,PSG,3767
Moussa Diaby,Left Winger,€12.00m  ,PSG,3767
Jesé,Left Winger,€5.00m  ,PSG,3767
Ángel Di María,Right Winger,€40.00m  ,PSG,3767
Kylian Mbappé,Centre-Forward,€200.00m  ,PSG,3767
Edinson Cavani,Centre-Forward,€40.00m  ,PSG,3767
Timothy Weah,Centre-Forward,€6.00m  ,PSG,3767
Eric Maxim Choupo-Moting,Centre-Forward,€5.00m  ,PSG,3767
Metehan Güçlü,Centre-Forward, ,PSG,3767
Steve Mandanda,Goalkeeper,€2.50m  ,Olympique Marseille,3771
Yohann Pelé,Goalkeeper,€500Th.  ,Olympique Marseille,3771
Romain Cagnon,Goalkeeper,€150Th.  ,Olympique Marseille,3771
Florian Escales,Goalkeeper,€150Th.  ,Olympique Marseille,3771
Duje Caleta-Car,Centre-Back,€15.00m  ,Olympique Marseille,3771
Adil Rami,Centre-Back,€3.00m  ,Olympique Marseille,3771
Aymen Abdennour,Centre-Back,€2.00m  ,Olympique Marseille,3771
Rolando,Centre-Back,€750Th.  ,Olympique Marseille,3771
Lucas Perrin,Centre-Back,€300Th.  ,Olympique Marseille,3771
Jordan Amavi,Left-Back,€8.00m  ,Olympique Marseille,3771
Christopher Rocchia,Left-Back,€200Th.  ,Olympique Marseille,3771
Hiroki Sakai,Right-Back,€8.00m  ,Olympique Marseille,3771
Bouna Sarr,Right-Back,€6.00m  ,Olympique Marseille,3771
Tomas Hubocan,Right-Back,€500Th.  ,Olympique Marseille,3771
Abdallah Ali Mohamed,Right-Back, ,Olympique Marseille,3771
Boubacar Kamara,Defensive Midfield,€18.00m  ,Olympique Marseille,3771
Luiz Gustavo,Defensive Midfield,€10.00m  ,Olympique Marseille,3771
Grégory Sertic,Defensive Midfield,€1.00m  ,Olympique Marseille,3771
Alexandre Phliponeau,Defensive Midfield,€250Th.  ,Olympique Marseille,3771
Morgan Sanson,Central Midfield,€28.00m  ,Olympique Marseille,3771
Kevin Strootman,Central Midfield,€20.00m  ,Olympique Marseille,3771
Maxime López,Central Midfield,€15.00m  ,Olympique Marseille,3771
Saîf-Eddine Khaoui,Attacking Midfield,€3.50m  ,Olympique Marseille,3771
Florian Chabrolle,Attacking Midfield,€150Th.  ,Olympique Marseille,3771
Dimitri Payet,Left Winger,€12.50m  ,Olympique Marseille,3771
Nemanja Radonjic,Left Winger,€5.00m  ,Olympique Marseille,3771
Florian Thauvin,Right Winger,€45.00m  ,Olympique Marseille,3771
Lucas Ocampos,Right Winger,€15.00m  ,Olympique Marseille,3771
Yusuf Sari,Right Winger,€400Th.  ,Olympique Marseille,3771
Mario Balotelli,Centre-Forward,€20.00m  ,Olympique Marseille,3771
Konstantinos Mitroglou,Centre-Forward,€7.00m  ,Olympique Marseille,3771
Valère Germain,Centre-Forward,€7.00m  ,Olympique Marseille,3771
Clinton N'Jie,Centre-Forward,€3.50m  ,Olympique Marseille,3771
Ciprian Tatarusanu,Goalkeeper,€2.50m  ,Nantes,3770
Maxime Dupé,Goalkeeper,€1.00m  ,Nantes,3770
Alexandre Olliero,Goalkeeper,€400Th.  ,Nantes,3770
Quentin Braat,Goalkeeper,€150Th.  ,Nantes,3770
Diego Carlos,Centre-Back,€13.00m  ,Nantes,3770
Koffi Djidji,Centre-Back,€5.00m  ,Nantes,3770
Kara Mbodj,Centre-Back,€3.50m  ,Nantes,3770
Edgar Ié,Centre-Back,€3.50m  ,Nantes,3770
Matt Miazga,Centre-Back,€3.00m  ,Nantes,3770
Andrei Girotto,Centre-Back,€3.00m  ,Nantes,3770
Nicolas Pallois,Centre-Back,€2.50m  ,Nantes,3770
Thomas Basila,Centre-Back,€500Th.  ,Nantes,3770
Anthony Walongwa,Centre-Back,€400Th.  ,Nantes,3770
Josué Homawoo,Centre-Back, ,Nantes,3770
Lucas Lima,Left-Back,€6.50m  ,Nantes,3770
Charles Traoré,Left-Back,€3.00m  ,Nantes,3770
Joris Kayembe,Left-Back,€500Th.  ,Nantes,3770
Enock Kwateng,Right-Back,€4.00m  ,Nantes,3770
Fábio,Right-Back,€2.50m  ,Nantes,3770
Percy Prado,Right-Back, ,Nantes,3770
Abdoulaye Touré,Defensive Midfield,€10.00m  ,Nantes,3770
Valentin Rongier,Central Midfield,€15.00m  ,Nantes,3770
Samuel Moutoussamy,Central Midfield,€5.00m  ,Nantes,3770
Lucas Evangelista,Central Midfield,€4.00m  ,Nantes,3770
Rene Krhin,Central Midfield,€2.00m  ,Nantes,3770
Imran Louza,Central Midfield, ,Nantes,3770
Alexis Alégué,,€250Th.  ,Nantes,3770
Gabriel Boschilia,Attacking Midfield,€7.50m  ,Nantes,3770
Valentin Eysseric,Attacking Midfield,€3.00m  ,Nantes,3770
Anthony Limbombe,Left Winger,€6.00m  ,Nantes,3770
Yassine El Ghanassy,Left Winger,€1.00m  ,Nantes,3770
Abdoulaye Dabo,Left Winger,€1.00m  ,Nantes,3770
Abdoul Kader Bamba,Right Winger, ,Nantes,3770
Kalifa Coulibaly,Centre-Forward,€5.00m  ,Nantes,3770
Majeed Waris,Centre-Forward,€3.50m  ,Nantes,3770
Santy Ngom,Centre-Forward,€500Th.  ,Nantes,3770
Antonio Mance,Centre-Forward,€500Th.  ,Nantes,3770
Randal Kolo Muani,Centre-Forward,€300Th.  ,Nantes,3770
Emiliano Sala,Centre-Forward,- ,Nantes,3770
Thody Élie Youan,Centre-Forward, ,Nantes,3770
Tomas Koubek,Goalkeeper,€6.00m  ,Rennes,3774
Abdoulaye Diallo,Goalkeeper,€1.00m  ,Rennes,3774
Loïc Badiashile,Goalkeeper,€800Th.  ,Rennes,3774
Edvinas Gertmonas,Goalkeeper,€300Th.  ,Rennes,3774
Jérémy Gelin,Centre-Back,€6.00m  ,Rennes,3774
Damien Da Silva,Centre-Back,€5.00m  ,Rennes,3774
Mexer,Centre-Back,€4.00m  ,Rennes,3774
Gerzino Nyamsi,Centre-Back,€800Th.  ,Rennes,3774
Lilian Brassier,Centre-Back, ,Rennes,3774
Faitout Maouassa,Left-Back,€8.00m  ,Rennes,3774
Ramy Bensebaini,Left-Back,€8.00m  ,Rennes,3774
Souleyman Doumbia,Left-Back,€3.00m  ,Rennes,3774
Ludovic Baal,Left-Back,€500Th.  ,Rennes,3774
Namakoro Diallo,Left-Back,€300Th.  ,Rennes,3774
Hamari Traoré,Right-Back,€6.00m  ,Rennes,3774
Mehdi Zeffane,Right-Back,€2.00m  ,Rennes,3774
Romain Danzé,Right-Back,€750Th.  ,Rennes,3774
Sacha Boey,Right-Back,€250Th.  ,Rennes,3774
Eduardo Camavinga,Defensive Midfield,€4.00m  ,Rennes,3774
Benjamin Bourigeaud,Central Midfield,€12.00m  ,Rennes,3774
Benjamin André,Central Midfield,€10.00m  ,Rennes,3774
Clément Grenier,Central Midfield,€7.50m  ,Rennes,3774
James Léa Siliki,Central Midfield,€4.00m  ,Rennes,3774
Jakob Johansson,Central Midfield,€2.50m  ,Rennes,3774
Denis Will Poha,Central Midfield,€1.25m  ,Rennes,3774
Nicolas Janvier,Central Midfield,€300Th.  ,Rennes,3774
Hatem Ben Arfa,Attacking Midfield,€6.00m  ,Rennes,3774
Rafik Guitane,Attacking Midfield,€5.00m  ,Rennes,3774
Yann Gboho,Attacking Midfield,€150Th.  ,Rennes,3774
Isaac Matondo,Left Winger,€150Th.  ,Rennes,3774
Ismaïla Sarr,Right Winger,€30.00m  ,Rennes,3774
Romain Del Castillo,Right Winger,€3.50m  ,Rennes,3774
Armand Laurienté,Right Winger,€300Th.  ,Rennes,3774
M'Baye Niang,Centre-Forward,€12.00m  ,Rennes,3774
Jordan Siebatcheu,Centre-Forward,€6.00m  ,Rennes,3774
Adrien Hunou,Centre-Forward,€6.00m  ,Rennes,3774
Diafra Sakho,Centre-Forward,€2.00m  ,Rennes,3774
Brandon,Centre-Forward,€2.00m  ,Rennes,3774
Jordan Tell,Centre-Forward,€800Th.  ,Rennes,3774
Timothé Nkada,Centre-Forward,€150Th.  ,Rennes,3774
Georginio Rutter,Centre-Forward,€150Th.  ,Rennes,3774
Matz Sels,Goalkeeper,€7.00m  ,Strasbourg,3779
Bingourou Kamara,Goalkeeper,€2.50m  ,Strasbourg,3779
Eiji Kawashima,Goalkeeper,€250Th.  ,Strasbourg,3779
Louis Pelletier,Goalkeeper,€150Th.  ,Strasbourg,3779
Pablo Martinez,Centre-Back,€3.50m  ,Strasbourg,3779
Stefan Mitrovic,Centre-Back,€3.50m  ,Strasbourg,3779
Lamine Koné,Centre-Back,€3.00m  ,Strasbourg,3779
Yoann Salmier,Centre-Back,€1.50m  ,Strasbourg,3779
Duplexe Tchamba,Centre-Back,€150Th.  ,Strasbourg,3779
Léon Valentin,Centre-Back, ,Strasbourg,3779
Mohamed Simakan,Centre-Back, ,Strasbourg,3779
Anthony Caci,Left-Back,€3.00m  ,Strasbourg,3779
Lionel Carole,Left-Back,€3.00m  ,Strasbourg,3779
Abdallah Ndour,Left-Back,€600Th.  ,Strasbourg,3779
Kenny Lala,Right-Back,€14.00m  ,Strasbourg,3779
Ismaël Aaneba,Right-Back,€1.00m  ,Strasbourg,3779
Ibrahima Sissoko,Defensive Midfield,€6.50m  ,Strasbourg,3779
Jérémy Grimm,Defensive Midfield,€500Th.  ,Strasbourg,3779
Jonas Martin,Central Midfield,€5.00m  ,Strasbourg,3779
Youssouf Fofana,Central Midfield,€5.00m  ,Strasbourg,3779
Sanjin Prcic,Central Midfield,€4.00m  ,Strasbourg,3779
Dimitri Liénard,Central Midfield,€2.00m  ,Strasbourg,3779
Anthony Gonçalves,Central Midfield,€500Th.  ,Strasbourg,3779
Moataz Zemzemi,,€250Th.  ,Strasbourg,3779
Adrien Thomasson,Attacking Midfield,€8.00m  ,Strasbourg,3779
Benjamin Corgnet,Attacking Midfield,€800Th.  ,Strasbourg,3779
Samuel Grandsir,Right Winger,€3.00m  ,Strasbourg,3779
Lebo Mothiba,Centre-Forward,€7.00m  ,Strasbourg,3779
Nuno Da Costa,Centre-Forward,€5.00m  ,Strasbourg,3779
Ludovic Ajorque,Centre-Forward,€4.00m  ,Strasbourg,3779
Kévin Zohi,Centre-Forward,€2.00m  ,Strasbourg,3779
Idriss Saadi,Centre-Forward,€1.30m  ,Strasbourg,3779
Mamoudou Karamoko,Centre-Forward, ,Strasbourg,3779
Mathieu Michel,Goalkeeper,€1.00m  ,Angers,3799
Zacharie Boucher,Goalkeeper,€900Th.  ,Angers,3799
Alexandre Letellier,Goalkeeper,€600Th.  ,Angers,3799
Ludovic Butelle,Goalkeeper,€500Th.  ,Angers,3799
Anthony Mandréa,Goalkeeper,€200Th.  ,Angers,3799
Romain Thomas,Centre-Back,€3.00m  ,Angers,3799
Mateo Pavlovic,Centre-Back,€1.75m  ,Angers,3799
Ismaël Traoré,Centre-Back,€1.50m  ,Angers,3799
Ibrahim Cissé,Centre-Back,€600Th.  ,Angers,3799
Elhadji Pape Diaw,Centre-Back,€250Th.  ,Angers,3799
Kevin Mouanga,Centre-Back, ,Angers,3799
Théo Pellenard,Left-Back,€2.00m  ,Angers,3799
Yoann Andreu,Left-Back,€1.50m  ,Angers,3799
Saliou Ciss,Left-Back,€800Th.  ,Angers,3799
Rayan Aït Nouri,Left-Back,€500Th.  ,Angers,3799
Abdoulaye Bamba,Right-Back,€3.00m  ,Angers,3799
Vincent Manceau,Right-Back,€2.50m  ,Angers,3799
Baptiste Santamaria,Defensive Midfield,€6.00m  ,Angers,3799
Vincent Pajot,Defensive Midfield,€2.50m  ,Angers,3799
Jeff Reine-Adélaïde,Central Midfield,€11.00m  ,Angers,3799
Angelo Fulgini,Central Midfield,€5.00m  ,Angers,3799
Cheikh N'Doye,Central Midfield,€2.00m  ,Angers,3799
Thomas Mangani,Central Midfield,€2.00m  ,Angers,3799
Lassana Coulibaly,Central Midfield,€1.25m  ,Angers,3799
Loïc Puyo,Central Midfield,€750Th.  ,Angers,3799
Billy Ketkeophomphone,,€600Th.  ,Angers,3799
Pierrick Capelle,,€2.00m  ,Angers,3799
Mazire Soula,, ,Angers,3799
Flavien Tait,Left Winger,€8.00m  ,Angers,3799
Thomas Touré,Left Winger,€1.50m  ,Angers,3799
Dorian Bertrand,Left Winger,€300Th.  ,Angers,3799
Harrison Manzala,Right Winger,€1.00m  ,Angers,3799
Farid El Melali,Right Winger,€800Th.  ,Angers,3799
Stéphane Bahoken,Centre-Forward,€8.00m  ,Angers,3799
Baptiste Guillaume,Centre-Forward,€3.00m  ,Angers,3799
Cristian López,Centre-Forward,€1.50m  ,Angers,3799
Wilfried Kanga,Centre-Forward,€1.50m  ,Angers,3799
Férébory Doré,Centre-Forward,€400Th.  ,Angers,3799
Paul Bernardoni,Goalkeeper,€9.00m  ,Bordeaux,3772
Benoît Costil,Goalkeeper,€5.50m  ,Bordeaux,3772
Gaëtan Poussin,Goalkeeper,€800Th.  ,Bordeaux,3772
Jérôme Prior,Goalkeeper,€600Th.  ,Bordeaux,3772
Over Mandanda,Goalkeeper,€100Th.  ,Bordeaux,3772
Jules Koundé,Centre-Back,€15.00m  ,Bordeaux,3772
Pablo,Centre-Back,€10.00m  ,Bordeaux,3772
Vukasin Jovanovic,Centre-Back,€3.00m  ,Bordeaux,3772
Paul Baysse,Centre-Back,€2.00m  ,Bordeaux,3772
Igor Lewczuk,Centre-Back,€500Th.  ,Bordeaux,3772
Till Cissokho,Centre-Back,€250Th.  ,Bordeaux,3772
Alexandre Lauray,Centre-Back,€250Th.  ,Bordeaux,3772
Maxime Poundjé,Left-Back,€5.00m  ,Bordeaux,3772
Théo Pellenard,Left-Back,€2.00m  ,Bordeaux,3772
Driss Trichard,Left-Back, ,Bordeaux,3772
Youssouf Sabaly,Right-Back,€10.00m  ,Bordeaux,3772
Sergi Palencia,Right-Back,€6.00m  ,Bordeaux,3772
Milan Gajic,Right-Back,€2.00m  ,Bordeaux,3772
Raoul Bellanova,Right-Back,€1.00m  ,Bordeaux,3772
Thomas Carrique,Right-Back,€150Th.  ,Bordeaux,3772
Otávio,Defensive Midfield,€7.00m  ,Bordeaux,3772
Aurélien Tchouaméni,Defensive Midfield,€7.00m  ,Bordeaux,3772
Albert Lottin,Defensive Midfield, ,Bordeaux,3772
Lukas Lerager,Central Midfield,€6.00m  ,Bordeaux,3772
Younousse Sankharé,Central Midfield,€5.00m  ,Bordeaux,3772
Toma Basic,Central Midfield,€5.00m  ,Bordeaux,3772
Valentín Vada,Central Midfield,€4.00m  ,Bordeaux,3772
Zaydou Youssouf,Central Midfield,€4.00m  ,Bordeaux,3772
Jaroslav Plasil,Central Midfield,€500Th.  ,Bordeaux,3772
Yacine Adli,Attacking Midfield,€5.50m  ,Bordeaux,3772
Yassine Benrahou,Attacking Midfield,€250Th.  ,Bordeaux,3772
François Kamano,Left Winger,€15.00m  ,Bordeaux,3772
Yann Karamoh,Right Winger,€10.00m  ,Bordeaux,3772
Samuel Kalu,Right Winger,€10.00m  ,Bordeaux,3772
Jonathan Cafú,Right Winger,€2.00m  ,Bordeaux,3772
Daniel Mancini,Right Winger,€1.00m  ,Bordeaux,3772
Gaëtan Laborde,Centre-Forward,€10.00m  ,Bordeaux,3772
Nicolas de Préville,Centre-Forward,€4.00m  ,Bordeaux,3772
Andreas Cornelius,Centre-Forward,€3.00m  ,Bordeaux,3772
Jimmy Briand,Centre-Forward,€2.50m  ,Bordeaux,3772
Alexandre Mendy,Centre-Forward,€2.25m  ,Bordeaux,3772
Josh Maja,Centre-Forward,€1.70m  ,Bordeaux,3772
Aaron Boupendza,Centre-Forward,€150Th.  ,Bordeaux,3772
Rúnar Alex Rúnarsson,Goalkeeper,€3.00m  ,Dijon,3804
Bobby Allain,Goalkeeper,€800Th.  ,Dijon,3804
Lévi Ntumba,Goalkeeper,€300Th.  ,Dijon,3804
Cédric Yambéré,Centre-Back,€2.50m  ,Dijon,3804
Wesley Lautoa,Centre-Back,€2.00m  ,Dijon,3804
Nayef Aguerd,Centre-Back,€1.50m  ,Dijon,3804
Senou Coulibaly,Centre-Back,€1.00m  ,Dijon,3804
Laurent Ciman,Centre-Back,€600Th.  ,Dijon,3804
Théo Barbet,Centre-Back, ,Dijon,3804
Oussama Haddadi,Left-Back,€3.50m  ,Dijon,3804
Arnold Bouka Moutou,Left-Back,€750Th.  ,Dijon,3804
Alexandre Tégar,Left-Back, ,Dijon,3804
Valentin Rosier,Right-Back,€8.00m  ,Dijon,3804
Mickaël Alphonse,Right-Back,€900Th.  ,Dijon,3804
Fouad Chafik,Right-Back,€800Th.  ,Dijon,3804
Théo Godard,, ,Dijon,3804
Eden Massouema,Defensive Midfield,€500Th.  ,Dijon,3804
Enzo Loiodice,Central Midfield,€5.50m  ,Dijon,3804
Romain Amalfitano,Central Midfield,€2.00m  ,Dijon,3804
Mehdi Abeid,Central Midfield,€1.75m  ,Dijon,3804
Jordan Marié,Central Midfield,€1.50m  ,Dijon,3804
Florent Balmont,Central Midfield,€250Th.  ,Dijon,3804
Yoann Gourcuff,Attacking Midfield,€2.00m  ,Dijon,3804
Frédéric Sammaritano,Attacking Midfield,€500Th.  ,Dijon,3804
Naïm Sliti,Left Winger,€7.00m  ,Dijon,3804
Jules Keita,Left Winger,€2.00m  ,Dijon,3804
Wesley Saïd,Right Winger,€6.00m  ,Dijon,3804
Chang-hoon Kwon,Right Winger,€5.50m  ,Dijon,3804
Julio Tavarès,Centre-Forward,€3.00m  ,Dijon,3804
Benjamin Jeannot,Centre-Forward,€2.50m  ,Dijon,3804
Sory Kaba,Centre-Forward,€2.00m  ,Dijon,3804
Sory Doumbouya,Centre-Forward,€150Th.  ,Dijon,3804
Alexandre Oukidja,Goalkeeper,€2.00m  ,Metz,3777
Paul Delecroix,Goalkeeper,€600Th.  ,Metz,3777
Guillaume Dietsch,Goalkeeper,€150Th.  ,Metz,3777
Mamadou Fofana,Centre-Back,€2.00m  ,Metz,3777
Stoppila Sunzu,Centre-Back,€2.00m  ,Metz,3777
John Boye,Centre-Back,€1.00m  ,Metz,3777
Vahid Selimovic,Centre-Back,€750Th.  ,Metz,3777
Jonathan Rivierez,Centre-Back,€500Th.  ,Metz,3777
Oumar Gonzalez,Centre-Back,€250Th.  ,Metz,3777
Thomas Delaine,Left-Back,€1.50m  ,Metz,3777
Matthieu Udol,Left-Back,€400Th.  ,Metz,3777
Nicolas Basin,Left-Back,€50Th.  ,Metz,3777
Iván Balliu,Right-Back,€1.00m  ,Metz,3777
Laurent Jans,Right-Back,€700Th.  ,Metz,3777
Gerónimo Poblete,Defensive Midfield,€1.50m  ,Metz,3777
Habib Maïga,Defensive Midfield,€1.00m  ,Metz,3777
Leverton Pierre,Defensive Midfield,€150Th.  ,Metz,3777
Raouf Mroivili,Defensive Midfield,€150Th.  ,Metz,3777
Cafú,Central Midfield,€2.00m  ,Metz,3777
Jamiro Monteiro,Central Midfield,€1.75m  ,Metz,3777
Victorien Angban,Central Midfield,€1.25m  ,Metz,3777
Marvin Gakpa,Central Midfield,€1.00m  ,Metz,3777
Renaud Cohade,Central Midfield,€1.00m  ,Metz,3777
Alexis Larriere,Central Midfield,€150Th.  ,Metz,3777
Sami Lahssaini,Central Midfield,- ,Metz,3777
Vincent Thill,Attacking Midfield,€2.00m  ,Metz,3777
Opa Nguette,Left Winger,€2.00m  ,Metz,3777
Adama Traoré,Left Winger,€300Th.  ,Metz,3777
Cheikh Tidiane Sabaly,Left Winger,€150Th.  ,Metz,3777
Mathieu Dossevi,Right Winger,€2.50m  ,Metz,3777
Farid Boulaya,Right Winger,€2.00m  ,Metz,3777
Ablie Jallow,Right Winger,€600Th.  ,Metz,3777
Gauthier Hein,Right Winger,€400Th.  ,Metz,3777
Habib Diallo,Centre-Forward,€6.00m  ,Metz,3777
Ibrahima Niane,Centre-Forward,€3.50m  ,Metz,3777
Emmanuel Rivière,Centre-Forward,€800Th.  ,Metz,3777
Amadou Ndiaye,Centre-Forward,€150Th.  ,Metz,3777
Stéphane Ruffier,Goalkeeper,€3.50m  ,Saint-Étienne,3782
Jessy Moulin,Goalkeeper,€250Th.  ,Saint-Étienne,3782
Alexis Guendouz,Goalkeeper,€150Th.  ,Saint-Étienne,3782
Théo Vermot,Goalkeeper,€150Th.  ,Saint-Étienne,3782
Stefan Bajic,Goalkeeper,€150Th.  ,Saint-Étienne,3782
William Saliba,Centre-Back,€12.00m  ,Saint-Étienne,3782
Timothée Kolodziejczak,Centre-Back,€6.00m  ,Saint-Étienne,3782
Neven Subotic,Centre-Back,€4.00m  ,Saint-Étienne,3782
Loïc Perrin,Centre-Back,€2.00m  ,Saint-Étienne,3782
Léo Lacroix,Centre-Back,€1.25m  ,Saint-Étienne,3782
Wesley Fofana,Centre-Back, ,Saint-Étienne,3782
Mickaël Nade,Centre-Back, ,Saint-Étienne,3782
Marvin Tshibuabua,Centre-Back, ,Saint-Étienne,3782
Gabriel Silva,Left-Back,€2.50m  ,Saint-Étienne,3782
Pierre-Yves Polomat,Left-Back,€1.50m  ,Saint-Étienne,3782
Léo Petrot,Left-Back, ,Saint-Étienne,3782
Mathieu Debuchy,Right-Back,€3.00m  ,Saint-Étienne,3782
Mickaël Panos,Right-Back,€250Th.  ,Saint-Étienne,3782
Yann M'Vila,Defensive Midfield,€10.00m  ,Saint-Étienne,3782
Ole Selnaes,Defensive Midfield,€7.00m  ,Saint-Étienne,3782
Assane Dioussé,Defensive Midfield,€4.50m  ,Saint-Étienne,3782
Habib Maïga,Defensive Midfield,€1.00m  ,Saint-Étienne,3782
Youssef Aït Bennasser,Central Midfield,€10.00m  ,Saint-Étienne,3782
Valentín Vada,Central Midfield,€4.00m  ,Saint-Étienne,3782
Mahdi Camara,Central Midfield,€300Th.  ,Saint-Étienne,3782
